barn_id,alder,gave_ønske
barn_35077,2,Lekefigur
barn_35078,6,kostyme
barn_35079,7,Bil
barn_35080,6,Kosedyr
barn_35081,9,kikkert
barn_35082,5,skøyter
barn_35083,10,Bok
barn_35084,11,Bok
barn_35085,4,Lego
barn_35086,9,Kosedyr
barn_35087,16,Bok
barn_35088,5,Lekefigur
barn_35089,15,Kosedyr
barn_35090,9,kostyme
barn_35091,8,Bil
barn_35092,2,Bok
barn_35093,11,Kosedyr
barn_35094,7,Sykkel
barn_35095,10,Lego
barn_35096,12,Sykkel
barn_35097,8,Sykkel
barn_35098,6,Lego
barn_35099,4,Bok
barn_35100,5,Kosedyr
barn_35101,14,Spill
barn_35102,4,Lekefigur
barn_35103,7,Bok
barn_35104,6,Spill
barn_35105,14,Kosedyr
barn_35106,7,Sykkel
barn_35107,17,Spill
barn_35108,10,Bok
barn_35109,13,Lego
barn_35110,3,kostyme
barn_35111,5,Spill
barn_35112,4,Bil
barn_35113,7,Bok
barn_35114,10,Lego
barn_35115,5,ski
barn_35116,4,Lego
barn_35117,9,Bok
barn_35118,5,Kosedyr
barn_35119,7,Spill
barn_35120,2,Bok
barn_35121,9,Bil
barn_35122,8,Bil
barn_35123,9,Tegnesaker
barn_35124,6,kostyme
barn_35125,6,Kosedyr
barn_35126,12,Lego
barn_35127,10,Bok
barn_35128,8,Bok
barn_35129,9,Bok
barn_35130,3,Bil
barn_35131,14,Bok
barn_35132,11,Spill
barn_35133,8,rulleskøyter
barn_35134,15,Spill
barn_35135,5,Kosedyr
barn_35136,9,ski
barn_35137,17,Kosedyr
barn_35138,6,Lego
barn_35139,1,Spill
barn_35140,10,Lego
barn_35141,1,Lego
barn_35142,14,Bok
barn_35143,2,Kosedyr
barn_35144,9,Bil
barn_35145,7,Sykkel
barn_35146,5,Kosedyr
barn_35147,15,Spill
barn_35148,11,Tegnesaker
barn_35149,6,Kosedyr
barn_35150,6,Bil
barn_35151,10,Kosedyr
barn_35152,13,Lego
barn_35153,10,Bok
barn_35154,9,skøyter
barn_35155,5,Kosedyr
barn_35156,14,Kosedyr
barn_35157,11,Lego
barn_35158,8,Lego
barn_35159,8,Kosedyr
barn_35160,8,Sykkel
barn_35161,13,Lego
barn_35162,11,Sykkel
barn_35163,14,Bok
barn_35164,8,Lego
barn_35165,9,skøyter
barn_35166,14,Bok
barn_35167,5,rulleskøyter
barn_35168,7,Sykkel
barn_35169,9,Lego
barn_35170,15,Bok
barn_35171,1,kostyme
barn_35172,5,kostyme
barn_35173,5,Lego
barn_35174,6,Bok
barn_35175,6,Lekefigur
barn_35176,8,Sykkel
barn_35177,14,Bok
barn_35178,9,Bok
barn_35179,5,Kosedyr
barn_35180,14,Lego
barn_35181,9,Lego
barn_35182,5,kostyme
barn_35183,6,Lego
barn_35184,12,kostyme
barn_35185,10,ski
barn_35186,8,Spill
barn_35187,4,Sykkel
barn_35188,12,kjelke
barn_35189,6,Tegnesaker
barn_35190,11,Lego
barn_35191,9,Lekefigur
barn_35192,6,Lekefigur
barn_35193,5,Lego
barn_35194,4,Bok
barn_35195,5,Sykkel
barn_35196,5,Spill
barn_35197,9,kjelke
barn_35198,9,kjelke
barn_35199,8,Lego
barn_35200,9,kostyme
barn_35201,12,Spill
barn_35202,15,Spill
barn_35203,5,kjelke
barn_35204,8,Lego
barn_35205,3,Spill
barn_35206,4,kostyme
barn_35207,9,Lego
barn_35208,8,Bil
barn_35209,11,rulleskøyter
barn_35210,7,Bok
barn_35211,4,Lego
barn_35212,14,Spill
barn_35213,3,skøyter
barn_35214,5,Lego
barn_35215,6,Kosedyr
barn_35216,17,Kosedyr
barn_35217,7,skøyter
barn_35218,8,Bok
barn_35219,11,Lego
barn_35220,9,Kosedyr
barn_35221,13,Bil
barn_35222,8,Lego
barn_35223,17,kikkert
barn_35224,12,Lego
barn_35225,7,Lego
barn_35226,7,Spill
barn_35227,16,Kosedyr
barn_35228,9,Kosedyr
barn_35229,9,Bok
barn_35230,11,Spill
barn_35231,8,kjelke
barn_35232,5,ski
barn_35233,6,Lego
barn_35234,8,Spill
barn_35235,1,Bok
barn_35236,7,Tegnesaker
barn_35237,11,Kosedyr
barn_35238,5,Lego
barn_35239,2,Bok
barn_35240,13,kostyme
barn_35241,9,Bil
barn_35242,5,Bok
barn_35243,12,Kosedyr
barn_35244,9,Tegnesaker
barn_35245,6,Spill
barn_35246,7,Kosedyr
barn_35247,5,Spill
barn_35248,13,Bok
barn_35249,8,Kosedyr
barn_35250,8,Spill
barn_35251,14,Lego
barn_35252,1,Kosedyr
barn_35253,2,Bok
barn_35254,5,kostyme
barn_35255,1,Spill
barn_35256,9,Spill
barn_35257,9,Kosedyr
barn_35258,5,Tegnesaker
barn_35259,5,Sykkel
barn_35260,4,Bil
barn_35261,16,Kosedyr
barn_35262,9,Lego
barn_35263,8,Lego
barn_35264,6,Spill
barn_35265,7,Lego
barn_35266,3,Lekefigur
barn_35267,17,Bok
barn_35268,11,Kosedyr
barn_35269,9,Kosedyr
barn_35270,8,Kosedyr
barn_35271,8,Spill
barn_35272,5,Lego
barn_35273,5,ski
barn_35274,8,Bil
barn_35275,2,skøyter
barn_35276,3,rulleskøyter
barn_35277,8,Bil
barn_35278,15,Tegnesaker
barn_35279,15,Spill
barn_35280,1,Lego
barn_35281,3,Bil
barn_35282,8,Spill
barn_35283,13,kostyme
barn_35284,16,Lekefigur
barn_35285,14,Kosedyr
barn_35286,9,Sykkel
barn_35287,5,Kosedyr
barn_35288,2,Tegnesaker
barn_35289,2,kjelke
barn_35290,9,Spill
barn_35291,1,Spill
barn_35292,10,Bil
barn_35293,10,Lego
barn_35294,3,Spill
barn_35295,15,Kosedyr
barn_35296,8,Bil
barn_35297,15,Sykkel
barn_35298,15,Tegnesaker
barn_35299,5,kjelke
barn_35300,7,Bok
barn_35301,4,rulleskøyter
barn_35302,11,Lekefigur
barn_35303,8,Bil
barn_35304,16,kostyme
barn_35305,5,Lego
barn_35306,9,Spill
barn_35307,17,skøyter
barn_35308,9,Lego
barn_35309,2,Kosedyr
barn_35310,8,Lego
barn_35311,5,Tegnesaker
barn_35312,1,Lekefigur
barn_35313,6,Kosedyr
barn_35314,6,Lego
barn_35315,12,Bok
barn_35316,7,Tegnesaker
barn_35317,10,Bok
barn_35318,1,Bok
barn_35319,1,Kosedyr
barn_35320,1,skøyter
barn_35321,5,Bok
barn_35322,7,skøyter
barn_35323,9,Spill
barn_35324,17,Spill
barn_35325,6,Lego
barn_35326,2,Lego
barn_35327,5,Lego
barn_35328,15,kostyme
barn_35329,9,Bok
barn_35330,12,ski
barn_35331,4,Lego
barn_35332,4,kostyme
barn_35333,4,Lekefigur
barn_35334,14,Spill
barn_35335,5,Bil
barn_35336,9,Spill
barn_35337,8,Bok
barn_35338,8,Bil
barn_35339,5,kostyme
barn_35340,9,Bil
barn_35341,2,Kosedyr
barn_35342,17,Bok
barn_35343,1,Bok
barn_35344,2,Lekefigur
barn_35345,6,Lego
barn_35346,13,kostyme
barn_35347,5,Kosedyr
barn_35348,7,Spill
barn_35349,1,Kosedyr
barn_35350,3,Spill
barn_35351,9,kostyme
barn_35352,5,Kosedyr
barn_35353,9,Lego
barn_35354,12,Lekefigur
barn_35355,13,Lego
barn_35356,4,Spill
barn_35357,7,Kosedyr
barn_35358,16,rulleskøyter
barn_35359,11,Lego
barn_35360,4,Lego
barn_35361,8,Kosedyr
barn_35362,15,Spill
barn_35363,7,Bok
barn_35364,13,Kosedyr
barn_35365,8,Lekefigur
barn_35366,3,Kosedyr
barn_35367,4,ski
barn_35368,2,Kosedyr
barn_35369,5,Spill
barn_35370,15,Kosedyr
barn_35371,9,Bok
barn_35372,10,Bok
barn_35373,9,Bok
barn_35374,7,Kosedyr
barn_35375,5,Sykkel
barn_35376,15,Lekefigur
barn_35377,8,Spill
barn_35378,7,Bok
barn_35379,17,Kosedyr
barn_35380,7,Spill
barn_35381,14,Kosedyr
barn_35382,14,Kosedyr
barn_35383,5,Spill
barn_35384,3,Lego
barn_35385,17,Kosedyr
barn_35386,7,kostyme
barn_35387,1,Kosedyr
barn_35388,8,Kosedyr
barn_35389,9,Lego
barn_35390,11,Kosedyr
barn_35391,16,Spill
barn_35392,15,skøyter
barn_35393,16,Spill
barn_35394,1,ski
barn_35395,10,Kosedyr
barn_35396,5,Kosedyr
barn_35397,5,kjelke
barn_35398,12,Spill
barn_35399,7,Sykkel
barn_35400,15,Bil
barn_35401,2,Bok
barn_35402,12,Lekefigur
barn_35403,4,Spill
barn_35404,5,Kosedyr
barn_35405,7,Kosedyr
barn_35406,7,Bok
barn_35407,8,kostyme
barn_35408,16,kostyme
barn_35409,9,Spill
barn_35410,6,Kosedyr
barn_35411,5,Lego
barn_35412,7,Lekefigur
barn_35413,7,rulleskøyter
barn_35414,9,Tegnesaker
barn_35415,6,Kosedyr
barn_35416,11,Kosedyr
barn_35417,3,Tegnesaker
barn_35418,8,Sykkel
barn_35419,9,Sykkel
barn_35420,5,Lekefigur
barn_35421,13,Spill
barn_35422,9,Spill
barn_35423,9,skøyter
barn_35424,8,Lekefigur
barn_35425,15,Bil
barn_35426,9,Lego
barn_35427,7,kostyme
barn_35428,5,Tegnesaker
barn_35429,2,Lekefigur
barn_35430,5,kostyme
barn_35431,17,Spill
barn_35432,7,kjelke
barn_35433,15,Spill
barn_35434,5,Lego
barn_35435,7,Bok
barn_35436,16,skøyter
barn_35437,3,Spill
barn_35438,9,Spill
barn_35439,15,Kosedyr
barn_35440,16,Lego
barn_35441,13,Bok
barn_35442,14,kikkert
barn_35443,9,Bok
barn_35444,5,Lego
barn_35445,10,kostyme
barn_35446,17,Lekefigur
barn_35447,8,rulleskøyter
barn_35448,6,kostyme
barn_35449,8,Spill
barn_35450,9,ski
barn_35451,5,Sykkel
barn_35452,10,Lego
barn_35453,8,Lego
barn_35454,9,kjelke
barn_35455,6,Lego
barn_35456,5,Bok
barn_35457,9,Kosedyr
barn_35458,8,kostyme
barn_35459,6,Lego
barn_35460,6,Kosedyr
barn_35461,6,Lego
barn_35462,8,Lego
barn_35463,17,Kosedyr
barn_35464,11,Lego
barn_35465,13,Spill
barn_35466,8,Spill
barn_35467,8,Kosedyr
barn_35468,5,Sykkel
barn_35469,10,kjelke
barn_35470,7,Spill
barn_35471,11,kikkert
barn_35472,7,Kosedyr
barn_35473,3,Bil
barn_35474,5,Lekefigur
barn_35475,12,skøyter
barn_35476,5,Spill
barn_35477,6,Spill
barn_35478,16,Kosedyr
barn_35479,9,Kosedyr
barn_35480,4,Lekefigur
barn_35481,4,Sykkel
barn_35482,6,Bok
barn_35483,9,Lekefigur
barn_35484,11,Spill
barn_35485,6,Tegnesaker
barn_35486,14,rulleskøyter
barn_35487,3,kostyme
barn_35488,5,Tegnesaker
barn_35489,17,Bok
barn_35490,4,Lego
barn_35491,14,Lego
barn_35492,10,skøyter
barn_35493,2,Lego
barn_35494,8,Tegnesaker
barn_35495,8,Kosedyr
barn_35496,16,Tegnesaker
barn_35497,7,Lekefigur
barn_35498,7,Kosedyr
barn_35499,4,Bil
barn_35500,9,Bil
barn_35501,5,Spill
barn_35502,3,Bil
barn_35503,17,Spill
barn_35504,6,Spill
barn_35505,4,Spill
barn_35506,9,Lego
barn_35507,13,Spill
barn_35508,2,Kosedyr
barn_35509,3,Kosedyr
barn_35510,3,Kosedyr
barn_35511,2,Lego
barn_35512,9,Lekefigur
barn_35513,8,Bok
barn_35514,9,Bok
barn_35515,8,ski
barn_35516,13,Spill
barn_35517,8,Spill
barn_35518,15,Lekefigur
barn_35519,8,rulleskøyter
barn_35520,12,Bok
barn_35521,7,kostyme
barn_35522,7,Bok
barn_35523,13,Bok
barn_35524,3,Lego
barn_35525,8,Bil
barn_35526,10,Bok
barn_35527,11,Spill
barn_35528,8,Spill
barn_35529,7,Tegnesaker
barn_35530,6,Lego
barn_35531,15,Spill
barn_35532,6,kikkert
barn_35533,12,Lekefigur
barn_35534,1,Spill
barn_35535,5,Kosedyr
barn_35536,6,Lego
barn_35537,9,kikkert
barn_35538,6,Bil
barn_35539,2,Kosedyr
barn_35540,5,rulleskøyter
barn_35541,5,Tegnesaker
barn_35542,5,Lego
barn_35543,5,Tegnesaker
barn_35544,11,Bok
barn_35545,7,Spill
barn_35546,7,Lego
barn_35547,17,Sykkel
barn_35548,7,kjelke
barn_35549,16,ski
barn_35550,6,Spill
barn_35551,7,Spill
barn_35552,7,rulleskøyter
barn_35553,8,Lekefigur
barn_35554,8,Lego
barn_35555,5,Lego
barn_35556,12,kikkert
barn_35557,8,Kosedyr
barn_35558,1,Lego
barn_35559,8,kostyme
barn_35560,12,kostyme
barn_35561,5,Spill
barn_35562,2,Spill
barn_35563,12,kostyme
barn_35564,17,Kosedyr
barn_35565,3,ski
barn_35566,16,Spill
barn_35567,6,Spill
barn_35568,16,kostyme
barn_35569,9,Kosedyr
barn_35570,15,Kosedyr
barn_35571,12,Sykkel
barn_35572,1,Lego
barn_35573,2,Kosedyr
barn_35574,8,Tegnesaker
barn_35575,4,Sykkel
barn_35576,7,kostyme
barn_35577,16,Lego
barn_35578,6,Bok
barn_35579,8,kostyme
barn_35580,7,Kosedyr
barn_35581,9,Tegnesaker
barn_35582,5,Bok
barn_35583,6,Spill
barn_35584,14,Kosedyr
barn_35585,12,Kosedyr
barn_35586,12,Lego
barn_35587,11,Sykkel
barn_35588,7,Kosedyr
barn_35589,10,Tegnesaker
barn_35590,7,Spill
barn_35591,3,Bok
barn_35592,7,Sykkel
barn_35593,5,Spill
barn_35594,7,Lekefigur
barn_35595,6,skøyter
barn_35596,9,Lego
barn_35597,6,Kosedyr
barn_35598,10,Spill
barn_35599,8,skøyter
barn_35600,15,Bil
barn_35601,3,Bil
barn_35602,9,Bil
barn_35603,9,kjelke
barn_35604,16,Bok
barn_35605,7,Lego
barn_35606,6,Bil
barn_35607,5,Sykkel
barn_35608,6,Bok
barn_35609,8,Tegnesaker
barn_35610,13,Lego
barn_35611,6,Kosedyr
barn_35612,5,Bok
barn_35613,6,Tegnesaker
barn_35614,3,Spill
barn_35615,16,rulleskøyter
barn_35616,14,Kosedyr
barn_35617,6,Lekefigur
barn_35618,5,Bok
barn_35619,15,Kosedyr
barn_35620,1,Bok
barn_35621,9,Lekefigur
barn_35622,15,Bok
barn_35623,8,Bil
barn_35624,1,kostyme
barn_35625,5,Lego
barn_35626,15,Spill
barn_35627,1,Lego
barn_35628,7,Lego
barn_35629,12,Sykkel
barn_35630,13,Spill
barn_35631,7,Spill
barn_35632,5,Bok
barn_35633,9,Bok
barn_35634,6,Lego
barn_35635,5,Kosedyr
barn_35636,12,Lego
barn_35637,5,Spill
barn_35638,1,Lekefigur
barn_35639,6,Bil
barn_35640,8,Tegnesaker
barn_35641,10,kostyme
barn_35642,12,Sykkel
barn_35643,9,Kosedyr
barn_35644,9,Spill
barn_35645,9,Bok
barn_35646,6,Bil
barn_35647,7,rulleskøyter
barn_35648,9,Bok
barn_35649,2,Spill
barn_35650,6,Lego
barn_35651,7,Bok
barn_35652,8,Spill
barn_35653,8,Lego
barn_35654,10,kikkert
barn_35655,7,kostyme
barn_35656,15,Lego
barn_35657,7,Kosedyr
barn_35658,8,ski
barn_35659,1,Lekefigur
barn_35660,6,rulleskøyter
barn_35661,14,Kosedyr
barn_35662,6,Spill
barn_35663,5,Tegnesaker
barn_35664,8,rulleskøyter
barn_35665,3,Bok
barn_35666,8,kostyme
barn_35667,6,Kosedyr
barn_35668,7,Lego
barn_35669,12,Spill
barn_35670,9,Lego
barn_35671,7,Bok
barn_35672,8,Kosedyr
barn_35673,11,Bil
barn_35674,11,Lekefigur
barn_35675,5,Kosedyr
barn_35676,6,kostyme
barn_35677,6,Lego
barn_35678,5,kostyme
barn_35679,1,Spill
barn_35680,5,Tegnesaker
barn_35681,12,Bok
barn_35682,8,Kosedyr
barn_35683,6,Lego
barn_35684,9,Kosedyr
barn_35685,10,Bok
barn_35686,6,Lego
barn_35687,7,Bok
barn_35688,2,Spill
barn_35689,9,Spill
barn_35690,6,Bok
barn_35691,7,kikkert
barn_35692,7,Kosedyr
barn_35693,9,Lego
barn_35694,8,Lego
barn_35695,7,Lego
barn_35696,1,Kosedyr
barn_35697,9,Kosedyr
barn_35698,14,Bok
barn_35699,11,ski
barn_35700,17,Spill
barn_35701,4,Bok
barn_35702,5,Lekefigur
barn_35703,8,kjelke
barn_35704,5,kikkert
barn_35705,1,Lego
barn_35706,7,kjelke
barn_35707,6,Spill
barn_35708,6,Bil
barn_35709,16,Kosedyr
barn_35710,5,Kosedyr
barn_35711,4,Kosedyr
barn_35712,4,Lego
barn_35713,12,Bil
barn_35714,10,Kosedyr
barn_35715,4,Kosedyr
barn_35716,5,Lego
barn_35717,11,Lego
barn_35718,6,Kosedyr
barn_35719,17,Kosedyr
barn_35720,8,kikkert
barn_35721,5,Kosedyr
barn_35722,14,Lekefigur
barn_35723,6,Bok
barn_35724,6,Spill
barn_35725,6,Kosedyr
barn_35726,11,ski
barn_35727,5,Lego
barn_35728,7,Spill
barn_35729,1,kostyme
barn_35730,13,Lekefigur
barn_35731,6,Spill
barn_35732,5,Spill
barn_35733,8,Spill
barn_35734,10,Bok
barn_35735,12,Lekefigur
barn_35736,6,Lekefigur
barn_35737,12,Bok
barn_35738,7,Tegnesaker
barn_35739,3,Lego
barn_35740,13,Spill
barn_35741,8,Spill
barn_35742,9,Kosedyr
barn_35743,16,Spill
barn_35744,8,Sykkel
barn_35745,1,Sykkel
barn_35746,14,Lego
barn_35747,6,Spill
barn_35748,8,Spill
barn_35749,5,Kosedyr
barn_35750,6,Kosedyr
barn_35751,9,Kosedyr
barn_35752,7,Bok
barn_35753,9,Lego
barn_35754,13,Lego
barn_35755,6,ski
barn_35756,8,Tegnesaker
barn_35757,11,Tegnesaker
barn_35758,10,Lego
barn_35759,8,Bok
barn_35760,7,kostyme
barn_35761,7,Spill
barn_35762,7,Bok
barn_35763,6,Bok
barn_35764,9,Sykkel
barn_35765,4,Spill
barn_35766,17,Lekefigur
barn_35767,12,Lego
barn_35768,6,Bok
barn_35769,2,ski
barn_35770,10,Kosedyr
barn_35771,10,Lego
barn_35772,17,Lego
barn_35773,5,Bok
barn_35774,3,Lego
barn_35775,15,Spill
barn_35776,5,rulleskøyter
barn_35777,10,Lego
barn_35778,2,ski
barn_35779,11,kostyme
barn_35780,4,Tegnesaker
barn_35781,9,kostyme
barn_35782,8,Spill
barn_35783,16,Bok
barn_35784,1,Kosedyr
barn_35785,6,Lego
barn_35786,2,Spill
barn_35787,14,Tegnesaker
barn_35788,9,Lego
barn_35789,8,kostyme
barn_35790,4,Kosedyr
barn_35791,8,Spill
barn_35792,7,Bil
barn_35793,6,Bok
barn_35794,11,Bil
barn_35795,2,Kosedyr
barn_35796,9,Bil
barn_35797,13,Lego
barn_35798,15,Sykkel
barn_35799,11,Lego
barn_35800,6,ski
barn_35801,9,Sykkel
barn_35802,4,kostyme
barn_35803,4,Kosedyr
barn_35804,9,kostyme
barn_35805,13,Tegnesaker
barn_35806,2,Lego
barn_35807,3,Lego
barn_35808,8,Bok
barn_35809,5,Spill
barn_35810,9,Lekefigur
barn_35811,5,Lekefigur
barn_35812,4,Bok
barn_35813,8,Lego
barn_35814,14,Bok
barn_35815,9,Spill
barn_35816,13,Kosedyr
barn_35817,6,Lego
barn_35818,14,Tegnesaker
barn_35819,7,Lego
barn_35820,14,skøyter
barn_35821,7,Tegnesaker
barn_35822,6,Kosedyr
barn_35823,6,Bil
barn_35824,8,Spill
barn_35825,3,kjelke
barn_35826,16,Tegnesaker
barn_35827,6,Bok
barn_35828,6,Lego
barn_35829,5,kikkert
barn_35830,1,kostyme
barn_35831,9,Bok
barn_35832,8,Bok
barn_35833,12,Lekefigur
barn_35834,2,ski
barn_35835,16,ski
barn_35836,6,kikkert
barn_35837,15,Lego
barn_35838,3,kostyme
barn_35839,11,Lego
barn_35840,8,kostyme
barn_35841,6,Bok
barn_35842,3,Lekefigur
barn_35843,9,Kosedyr
barn_35844,1,Lekefigur
barn_35845,8,Lego
barn_35846,9,kjelke
barn_35847,10,Kosedyr
barn_35848,17,Bok
barn_35849,6,Tegnesaker
barn_35850,6,Sykkel
barn_35851,6,kikkert
barn_35852,10,Spill
barn_35853,16,Spill
barn_35854,17,kikkert
barn_35855,16,skøyter
barn_35856,14,Kosedyr
barn_35857,17,Spill
barn_35858,7,Bil
barn_35859,16,kjelke
barn_35860,11,Lego
barn_35861,5,Lekefigur
barn_35862,2,Lego
barn_35863,5,Bok
barn_35864,12,Kosedyr
barn_35865,9,Spill
barn_35866,5,Lego
barn_35867,11,Kosedyr
barn_35868,4,kjelke
barn_35869,13,Lego
barn_35870,12,Kosedyr
barn_35871,17,Lego
barn_35872,5,Lekefigur
barn_35873,15,Bil
barn_35874,6,Lego
barn_35875,7,Lego
barn_35876,7,Spill
barn_35877,9,Lekefigur
barn_35878,17,Spill
barn_35879,9,Bok
barn_35880,16,Spill
barn_35881,5,Bok
barn_35882,7,Tegnesaker
barn_35883,8,Lego
barn_35884,6,kjelke
barn_35885,17,Spill
barn_35886,10,Kosedyr
barn_35887,7,Kosedyr
barn_35888,11,Bok
barn_35889,7,kostyme
barn_35890,1,Spill
barn_35891,8,Bok
barn_35892,9,Bok
barn_35893,17,Bok
barn_35894,2,Kosedyr
barn_35895,8,Kosedyr
barn_35896,3,kostyme
barn_35897,5,Lekefigur
barn_35898,9,Sykkel
barn_35899,5,Tegnesaker
barn_35900,11,Lego
barn_35901,8,Kosedyr
barn_35902,5,Bil
barn_35903,8,Bok
barn_35904,1,Tegnesaker
barn_35905,14,Bil
barn_35906,1,Tegnesaker
barn_35907,1,Spill
barn_35908,9,kostyme
barn_35909,17,Spill
barn_35910,14,Spill
barn_35911,5,Sykkel
barn_35912,5,Bok
barn_35913,9,Bok
barn_35914,13,Lego
barn_35915,6,Bok
barn_35916,7,Bil
barn_35917,4,Tegnesaker
barn_35918,5,kostyme
barn_35919,8,kostyme
barn_35920,3,Spill
barn_35921,5,kostyme
barn_35922,5,Spill
barn_35923,7,Kosedyr
barn_35924,2,kostyme
barn_35925,8,Lego
barn_35926,16,Kosedyr
barn_35927,1,Lego
barn_35928,9,Lego
barn_35929,13,Sykkel
barn_35930,6,Lekefigur
barn_35931,4,Kosedyr
barn_35932,2,Lekefigur
barn_35933,9,Sykkel
barn_35934,8,Spill
barn_35935,5,Bil
barn_35936,13,Lego
barn_35937,10,Lekefigur
barn_35938,6,kikkert
barn_35939,11,Lego
barn_35940,5,Sykkel
barn_35941,9,Lego
barn_35942,4,Lekefigur
barn_35943,9,kostyme
barn_35944,5,Lego
barn_35945,8,Kosedyr
barn_35946,5,kikkert
barn_35947,10,skøyter
barn_35948,2,skøyter
barn_35949,5,ski
barn_35950,5,Bok
barn_35951,2,kikkert
barn_35952,11,kostyme
barn_35953,17,Spill
barn_35954,12,Tegnesaker
barn_35955,14,kostyme
barn_35956,1,Bok
barn_35957,4,Sykkel
barn_35958,8,Kosedyr
barn_35959,17,kostyme
barn_35960,9,Bil
barn_35961,7,ski
barn_35962,4,Bok
barn_35963,5,Lekefigur
barn_35964,6,Spill
barn_35965,10,Sykkel
barn_35966,1,Bil
barn_35967,14,Spill
barn_35968,16,Kosedyr
barn_35969,14,Bil
barn_35970,15,Lego
barn_35971,1,Bok
barn_35972,17,skøyter
barn_35973,6,kostyme
barn_35974,14,Spill
barn_35975,5,Tegnesaker
barn_35976,7,Kosedyr
barn_35977,2,Tegnesaker
barn_35978,2,Tegnesaker
barn_35979,16,Spill
barn_35980,12,Spill
barn_35981,8,Spill
barn_35982,8,kjelke
barn_35983,11,Bok
barn_35984,6,Bok
barn_35985,11,Bok
barn_35986,8,Spill
barn_35987,9,kostyme
barn_35988,17,kjelke
barn_35989,7,Spill
barn_35990,7,Spill
barn_35991,15,Lego
barn_35992,15,Kosedyr
barn_35993,17,Bok
barn_35994,8,Tegnesaker
barn_35995,6,Bil
barn_35996,5,Lego
barn_35997,1,Bok
barn_35998,10,Lego
barn_35999,5,Sykkel
barn_36000,9,kostyme
barn_36001,15,Bil
barn_36002,16,Tegnesaker
barn_36003,1,kikkert
barn_36004,6,Lekefigur
barn_36005,13,Spill
barn_36006,8,kostyme
barn_36007,12,Kosedyr
barn_36008,14,Sykkel
barn_36009,7,skøyter
barn_36010,6,Tegnesaker
barn_36011,7,Tegnesaker
barn_36012,9,Spill
barn_36013,6,Lego
barn_36014,11,Bok
barn_36015,15,Spill
barn_36016,6,kostyme
barn_36017,17,Kosedyr
barn_36018,9,Tegnesaker
barn_36019,14,Bil
barn_36020,3,Lego
barn_36021,5,Lekefigur
barn_36022,6,kostyme
barn_36023,6,Spill
barn_36024,5,Sykkel
barn_36025,14,kostyme
barn_36026,7,Bok
barn_36027,17,Lekefigur
barn_36028,8,Tegnesaker
barn_36029,4,Lego
barn_36030,8,Lekefigur
barn_36031,17,Bok
barn_36032,8,Spill
barn_36033,1,Bok
barn_36034,16,Lekefigur
barn_36035,5,Lego
barn_36036,9,Kosedyr
barn_36037,8,Spill
barn_36038,6,kostyme
barn_36039,6,Lekefigur
barn_36040,16,Kosedyr
barn_36041,15,Spill
barn_36042,8,Sykkel
barn_36043,5,Spill
barn_36044,3,Lego
barn_36045,5,rulleskøyter
barn_36046,8,Lekefigur
barn_36047,6,Kosedyr
barn_36048,2,Tegnesaker
barn_36049,7,Lego
barn_36050,11,Lego
barn_36051,15,Bok
barn_36052,8,Lego
barn_36053,10,Tegnesaker
barn_36054,6,Sykkel
barn_36055,8,Spill
barn_36056,10,Kosedyr
barn_36057,10,Lekefigur
barn_36058,7,Lego
barn_36059,8,Spill
barn_36060,15,skøyter
barn_36061,9,Bil
barn_36062,9,Lego
barn_36063,12,Spill
barn_36064,4,Spill
barn_36065,8,Bok
barn_36066,16,Lego
barn_36067,6,Bok
barn_36068,6,kostyme
barn_36069,9,Lego
barn_36070,5,Lekefigur
barn_36071,8,Bok
barn_36072,5,Kosedyr
barn_36073,8,Bok
barn_36074,9,Bil
barn_36075,7,kikkert
barn_36076,7,Lego
barn_36077,5,Spill
barn_36078,6,Spill
barn_36079,8,Lego
barn_36080,5,kikkert
barn_36081,12,rulleskøyter
barn_36082,10,Lego
barn_36083,6,Sykkel
barn_36084,3,Bok
barn_36085,1,Lekefigur
barn_36086,9,Tegnesaker
barn_36087,5,Kosedyr
barn_36088,1,Lego
barn_36089,6,Spill
barn_36090,16,Kosedyr
barn_36091,9,Lego
barn_36092,14,Lekefigur
barn_36093,4,Lego
barn_36094,2,Spill
barn_36095,1,Lego
barn_36096,16,kjelke
barn_36097,6,Spill
barn_36098,7,Lekefigur
barn_36099,7,Lekefigur
barn_36100,10,Bil
barn_36101,6,Kosedyr
barn_36102,8,Bok
barn_36103,17,Sykkel
barn_36104,7,kjelke
barn_36105,8,skøyter
barn_36106,8,Spill
barn_36107,12,Bok
barn_36108,6,Spill
barn_36109,5,Tegnesaker
barn_36110,11,Spill
barn_36111,7,Spill
barn_36112,15,Spill
barn_36113,9,Tegnesaker
barn_36114,8,Lego
barn_36115,2,Sykkel
barn_36116,10,Bok
barn_36117,9,Kosedyr
barn_36118,9,Lego
barn_36119,6,Sykkel
barn_36120,16,Kosedyr
barn_36121,6,kostyme
barn_36122,5,ski
barn_36123,17,Kosedyr
barn_36124,11,Bil
barn_36125,7,Tegnesaker
barn_36126,16,Kosedyr
barn_36127,3,Bok
barn_36128,3,kikkert
barn_36129,9,Kosedyr
barn_36130,5,Kosedyr
barn_36131,15,Sykkel
barn_36132,13,Lego
barn_36133,6,Kosedyr
barn_36134,14,rulleskøyter
barn_36135,2,Lego
barn_36136,8,Spill
barn_36137,16,Kosedyr
barn_36138,14,Spill
